TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,UserName,Gender,Email,TeacherName,TAge,TGender,Expertise,YearsOfExperience,TeacherRating,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,AgeGroup
TT03916,U00153,CR00051,2025-12-16,37.89,Credit Card,TC00058,scottgilbert,Male,sextondillon@yahoo.com,Andrew Anderson,49,Male,Web Development,7,3.71,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,33+
TT03917,U00153,CR00003,2025-02-21,0.0,PayPal,TC00056,scottgilbert,Male,sextondillon@yahoo.com,Alexis Everett,35,Female,Programming,9,3.95,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,33+
TT03918,U00165,CR00006,2025-04-09,276.37,PayPal,TC00033,wcarroll,Male,angela19@hotmail.com,Wesley Garcia,39,Female,Design,12,4.04,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,28-32
TT03919,U00165,CR00020,2025-06-30,0.0,Bank Transfer,TC00053,wcarroll,Male,angela19@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,28-32
TT03920,U00165,CR00047,2025-07-25,89.59,Bank Transfer,TC00054,wcarroll,Male,angela19@hotmail.com,Shelby Patrick,40,Female,Artificial Intelligence,7,4.28,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,28-32
TT03921,U00165,CR00041,2025-03-23,53.86,PayPal,TC00037,wcarroll,Male,angela19@hotmail.com,Debra Escobar,47,Male,Finance,8,4.39,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,28-32
TT03922,U00170,CR00036,2025-08-09,0.0,PayPal,TC00018,millerdavid,Female,mark06@hotmail.com,Kari Pierce,47,Female,Project Management,11,4.28,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,33+
TT03923,U00170,CR00052,2025-02-15,0.0,Bank Transfer,TC00058,millerdavid,Female,mark06@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,33+
TT03924,U00170,CR00005,2025-03-06,0.0,Credit Card,TC00056,millerdavid,Female,mark06@hotmail.com,Alexis Everett,35,Female,Programming,9,3.95,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,33+
TT03925,U00200,CR00056,2025-08-24,212.39,PayPal,TC00002,ronald67,Male,bobbymurphy@outlook.com,Jill Day,32,Female,Digital Marketing,9,4.14,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,28-32
TT03926,U00200,CR00055,2025-01-22,57.32,Credit Card,TC00058,ronald67,Male,bobbymurphy@outlook.com,Andrew Anderson,49,Male,Web Development,7,3.71,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,28-32
TT03927,U00200,CR00010,2025-07-12,0.0,Credit Card,TC00033,ronald67,Male,bobbymurphy@outlook.com,Wesley Garcia,39,Female,Design,12,4.04,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,28-32
TT03928,U00200,CR00008,2025-12-18,0.0,PayPal,TC00033,ronald67,Male,bobbymurphy@outlook.com,Wesley Garcia,39,Female,Design,12,4.04,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,28-32
TT03929,U00201,CR00006,2025-04-26,276.37,PayPal,TC00033,yalvarado,Male,orosales@gmail.com,Wesley Garcia,39,Female,Design,12,4.04,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,<18
TT03930,U00201,CR00052,2025-01-09,0.0,Credit Card,TC00058,yalvarado,Male,orosales@gmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,<18
TT03931,U00201,CR00049,2025-04-17,415.51,PayPal,TC00011,yalvarado,Male,orosales@gmail.com,Carol Edwards,37,Female,Artificial Intelligence,8,3.55,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,<18
TT03932,U00213,CR00025,2025-07-11,299.57,Bank Transfer,TC00008,susan03,Male,serranotammy@hotmail.com,Steven Walker,41,Male,Data Science,15,3.54,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,<18
TT03933,U00213,CR00016,2025-06-12,0.0,Credit Card,TC00053,susan03,Male,serranotammy@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,<18
TT03934,U00234,CR00011,2025-02-28,326.02,Credit Card,TC00033,emily05,Male,whuynh@outlook.com,Wesley Garcia,39,Female,Design,12,4.04,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,28-32
TT03935,U00234,CR00017,2025-09-23,0.0,Bank Transfer,TC00053,emily05,Male,whuynh@outlook.com,Aaron Kirby,35,Male,Marketing,9,4.29,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,28-32
TT03936,U00235,CR00019,2025-07-12,0.0,Bank Transfer,TC00053,williamscharles,Male,joneschristopher@outlook.com,Aaron Kirby,35,Male,Marketing,9,4.29,Content Marketing,Marketing,Free,Advanced,0.0,18.0,2.98,33+
TT03937,U00235,CR00003,2025-08-03,0.0,PayPal,TC00056,williamscharles,Male,joneschristopher@outlook.com,Alexis Everett,35,Female,Programming,9,3.95,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,33+
TT03938,U00235,CR00001,2025-03-21,472.28,Bank Transfer,TC00056,williamscharles,Male,joneschristopher@outlook.com,Alexis Everett,35,Female,Programming,9,3.95,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,33+
TT03939,U00263,CR00018,2025-11-16,0.0,PayPal,TC00053,chapmanjennifer,Male,brucejacqueline@gmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,<18
TT03940,U00263,CR00052,2025-02-26,0.0,Credit Card,TC00058,chapmanjennifer,Male,brucejacqueline@gmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,<18
TT03941,U00263,CR00042,2025-02-01,0.0,Bank Transfer,TC00037,chapmanjennifer,Male,brucejacqueline@gmail.com,Debra Escobar,47,Male,Finance,8,4.39,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,<18
TT03942,U00263,CR00023,2025-11-05,0.0,PayPal,TC00008,chapmanjennifer,Male,brucejacqueline@gmail.com,Steven Walker,41,Male,Data Science,15,3.54,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,<18
TT03943,U00264,CR00033,2025-03-20,0.0,Bank Transfer,TC00012,mmullen,Female,wrightmargaret@outlook.com,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,18-22
TT03944,U00264,CR00030,2025-11-23,0.0,Credit Card,TC00021,mmullen,Female,wrightmargaret@outlook.com,Adam Holmes,34,Female,Machine Learning,2,3.99,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,18-22
TT03945,U00264,CR00016,2025-03-12,0.0,Credit Card,TC00053,mmullen,Female,wrightmargaret@outlook.com,Aaron Kirby,35,Male,Marketing,9,4.29,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,18-22
TT03946,U00267,CR00044,2025-06-15,119.04,PayPal,TC00037,amandataylor,Male,colemanjennifer@outlook.com,Debra Escobar,47,Male,Finance,8,4.39,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,33+
TT03947,U00267,CR00025,2025-06-05,299.57,Bank Transfer,TC00008,amandataylor,Male,colemanjennifer@outlook.com,Steven Walker,41,Male,Data Science,15,3.54,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,33+
TT03948,U00267,CR00012,2025-09-05,487.92,Bank Transfer,TC00012,amandataylor,Male,colemanjennifer@outlook.com,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,33+
TT03949,U00267,CR00013,2025-01-01,0.0,Bank Transfer,TC00004,amandataylor,Male,colemanjennifer@outlook.com,Kristi Scott,34,Female,Machine Learning,9,4.39,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,33+
TT03950,U00279,CR00057,2025-01-10,177.34,Bank Transfer,TC00002,mackenzie39,Male,hdavis@gmail.com,Jill Day,32,Female,Digital Marketing,9,4.14,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,23-27
TT03951,U00279,CR00045,2025-03-01,0.0,PayPal,TC00037,mackenzie39,Male,hdavis@gmail.com,Debra Escobar,47,Male,Finance,8,4.39,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,23-27
TT03952,U00279,CR00024,2025-08-18,117.68,PayPal,TC00008,mackenzie39,Male,hdavis@gmail.com,Steven Walker,41,Male,Data Science,15,3.54,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,23-27
TT03953,U00286,CR00052,2025-06-24,0.0,Credit Card,TC00058,angelaclark,Female,ejackson@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,23-27
TT03954,U00286,CR00010,2025-11-16,0.0,Bank Transfer,TC00033,angelaclark,Female,ejackson@hotmail.com,Wesley Garcia,39,Female,Design,12,4.04,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,23-27
TT03955,U00286,CR00053,2025-03-07,0.0,Bank Transfer,TC00058,angelaclark,Female,ejackson@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,23-27
TT03956,U00287,CR00010,2025-03-05,0.0,Bank Transfer,TC00033,rkennedy,Female,syork@hotmail.com,Wesley Garcia,39,Female,Design,12,4.04,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18-22
TT03957,U00287,CR00016,2025-11-26,0.0,Credit Card,TC00053,rkennedy,Female,syork@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,18-22
TT03958,U00290,CR00020,2025-06-01,0.0,Bank Transfer,TC00053,frankalvarado,Female,alex83@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,<18
TT03959,U00290,CR00058,2025-07-14,0.0,Credit Card,TC00002,frankalvarado,Female,alex83@hotmail.com,Jill Day,32,Female,Digital Marketing,9,4.14,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,<18
TT03960,U00290,CR00055,2025-02-27,57.32,Bank Transfer,TC00058,frankalvarado,Female,alex83@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,<18
TT03961,U00291,CR00048,2025-07-29,0.0,Bank Transfer,TC00054,nicholas62,Female,ygomez@hotmail.com,Shelby Patrick,40,Female,Artificial Intelligence,7,4.28,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,<18
TT03962,U00291,CR00006,2025-04-21,276.37,Bank Transfer,TC00033,nicholas62,Female,ygomez@hotmail.com,Wesley Garcia,39,Female,Design,12,4.04,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,<18
TT03963,U00291,CR00026,2025-09-18,0.0,Bank Transfer,TC00021,nicholas62,Female,ygomez@hotmail.com,Adam Holmes,34,Female,Machine Learning,2,3.99,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,<18
TT03964,U00308,CR00050,2025-03-09,490.9,Credit Card,TC00041,carrollwalter,Male,kimberly41@gmail.com,Kevin Simpson,46,Male,Artificial Intelligence,7,3.55,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,23-27
TT03965,U00308,CR00025,2025-11-11,299.57,Credit Card,TC00008,carrollwalter,Male,kimberly41@gmail.com,Steven Walker,41,Male,Data Science,15,3.54,Statistical Analysis,Data Science,Paid,Beginner,299.57,48.32,3.74,23-27
TT03966,U00308,CR00005,2025-08-28,0.0,Credit Card,TC00056,carrollwalter,Male,kimberly41@gmail.com,Alexis Everett,35,Female,Programming,9,3.95,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,23-27
TT03967,U00308,CR00036,2025-01-14,0.0,Credit Card,TC00018,carrollwalter,Male,kimberly41@gmail.com,Kari Pierce,47,Female,Project Management,11,4.28,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,23-27
TT03968,U00314,CR00004,2025-01-12,0.0,PayPal,TC00056,tgonzalez,Female,carmen64@gmail.com,Alexis Everett,35,Female,Programming,9,3.95,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,18-22
TT03969,U00314,CR00003,2025-12-26,0.0,Credit Card,TC00056,tgonzalez,Female,carmen64@gmail.com,Alexis Everett,35,Female,Programming,9,3.95,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,18-22
TT03970,U00314,CR00052,2025-01-27,0.0,Bank Transfer,TC00058,tgonzalez,Female,carmen64@gmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,18-22
TT03971,U00316,CR00021,2025-02-28,0.0,PayPal,TC00008,jasonjohnston,Female,umatthews@gmail.com,Steven Walker,41,Male,Data Science,15,3.54,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,18-22
TT03972,U00316,CR00043,2025-08-29,0.0,Bank Transfer,TC00037,jasonjohnston,Female,umatthews@gmail.com,Debra Escobar,47,Male,Finance,8,4.39,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,18-22
TT03973,U00317,CR00055,2025-09-27,57.32,Bank Transfer,TC00058,williamscaroline,Male,dcunningham@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,18-22
TT03974,U00317,CR00017,2025-09-22,0.0,PayPal,TC00053,williamscaroline,Male,dcunningham@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,18-22
TT03975,U00317,CR00031,2025-07-10,0.0,PayPal,TC00046,williamscaroline,Male,dcunningham@hotmail.com,Brent Walters,33,Male,Cybersecurity,6,3.87,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,18-22
TT03976,U00327,CR00057,2025-11-27,177.34,PayPal,TC00002,hannahmccoy,Female,christopherdelgado@hotmail.com,Jill Day,32,Female,Digital Marketing,9,4.14,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,28-32
TT03977,U00327,CR00037,2025-07-05,0.0,Credit Card,TC00018,hannahmccoy,Female,christopherdelgado@hotmail.com,Kari Pierce,47,Female,Project Management,11,4.28,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,28-32
TT03978,U00327,CR00043,2025-01-21,0.0,PayPal,TC00037,hannahmccoy,Female,christopherdelgado@hotmail.com,Debra Escobar,47,Male,Finance,8,4.39,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,28-32
TT03979,U00327,CR00059,2025-06-12,0.0,Bank Transfer,TC00024,hannahmccoy,Female,christopherdelgado@hotmail.com,Michael Kim,40,Male,Digital Marketing,6,4.22,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,28-32
TT03980,U00346,CR00054,2025-08-14,0.0,Credit Card,TC00058,marymcclain,Female,george34@outlook.com,Andrew Anderson,49,Male,Web Development,7,3.71,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,33+
TT03981,U00346,CR00011,2025-07-04,326.02,Bank Transfer,TC00053,marymcclain,Female,george34@outlook.com,Aaron Kirby,35,Male,Marketing,9,4.29,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,33+
TT03982,U00346,CR00042,2025-04-09,0.0,PayPal,TC00037,marymcclain,Female,george34@outlook.com,Debra Escobar,47,Male,Finance,8,4.39,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,33+
TT03983,U00354,CR00059,2025-06-30,0.0,PayPal,TC00024,elizabeth42,Male,christopheralexander@outlook.com,Michael Kim,40,Male,Digital Marketing,6,4.22,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,33+
TT03984,U00354,CR00058,2025-09-26,0.0,Bank Transfer,TC00024,elizabeth42,Male,christopheralexander@outlook.com,Michael Kim,40,Male,Digital Marketing,6,4.22,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,33+
TT03985,U00369,CR00052,2025-09-09,0.0,PayPal,TC00058,beckerterry,Male,yoconnell@yahoo.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,18-22
TT03986,U00369,CR00018,2025-08-13,0.0,Credit Card,TC00053,beckerterry,Male,yoconnell@yahoo.com,Aaron Kirby,35,Male,Marketing,9,4.29,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,18-22
TT03987,U00369,CR00013,2025-08-01,0.0,PayPal,TC00059,beckerterry,Male,yoconnell@yahoo.com,Noah Stewart,48,Female,Cybersecurity,6,3.82,Finance for Startups,Business,Free,Advanced,0.0,15.84,2.0,18-22
TT03988,U00369,CR00010,2025-07-20,0.0,PayPal,TC00033,beckerterry,Male,yoconnell@yahoo.com,Wesley Garcia,39,Female,Design,12,4.04,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,18-22
TT03989,U00382,CR00018,2025-11-29,0.0,PayPal,TC00053,martinpayne,Male,christopher66@outlook.com,Aaron Kirby,35,Male,Marketing,9,4.29,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,23-27
TT03990,U00382,CR00004,2025-06-19,0.0,Credit Card,TC00056,martinpayne,Male,christopher66@outlook.com,Alexis Everett,35,Female,Programming,9,3.95,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,23-27
TT03991,U00382,CR00034,2025-03-23,394.26,PayPal,TC00059,martinpayne,Male,christopher66@outlook.com,Noah Stewart,48,Female,Cybersecurity,6,3.82,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,23-27
TT03992,U00390,CR00052,2025-04-16,0.0,PayPal,TC00058,newtonjohnny,Female,cooperthomas@yahoo.com,Andrew Anderson,49,Male,Web Development,7,3.71,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,18-22
TT03993,U00390,CR00053,2025-03-02,0.0,Credit Card,TC00058,newtonjohnny,Female,cooperthomas@yahoo.com,Andrew Anderson,49,Male,Web Development,7,3.71,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,18-22
TT03994,U00390,CR00009,2025-09-18,0.0,Credit Card,TC00033,newtonjohnny,Female,cooperthomas@yahoo.com,Wesley Garcia,39,Female,Design,12,4.04,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,18-22
TT03995,U00398,CR00002,2025-09-22,0.0,Credit Card,TC00056,brandon42,Female,qsmith@yahoo.com,Alexis Everett,35,Female,Programming,9,3.95,Java Programming,Programming,Free,Intermediate,0.0,37.7,2.43,23-27
TT03996,U00398,CR00035,2025-05-24,0.0,Bank Transfer,TC00012,brandon42,Female,qsmith@yahoo.com,Christopher Nelson,48,Female,Cybersecurity,2,3.85,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,23-27
TT03997,U00398,CR00024,2025-10-21,117.68,Bank Transfer,TC00008,brandon42,Female,qsmith@yahoo.com,Steven Walker,41,Male,Data Science,15,3.54,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,23-27
TT03998,U00402,CR00053,2025-09-16,0.0,Bank Transfer,TC00058,mary54,Male,thompsonclaudia@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,23-27
TT03999,U00402,CR00045,2025-08-20,0.0,PayPal,TC00037,mary54,Male,thompsonclaudia@hotmail.com,Debra Escobar,47,Male,Finance,8,4.39,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,23-27
TT04000,U00412,CR00042,2025-02-14,0.0,PayPal,TC00037,qwatkins,Female,wileyjoseph@gmail.com,Debra Escobar,47,Male,Finance,8,4.39,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,23-27
TT04001,U00412,CR00003,2025-04-13,0.0,Bank Transfer,TC00056,qwatkins,Female,wileyjoseph@gmail.com,Alexis Everett,35,Female,Programming,9,3.95,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,23-27
TT04002,U00412,CR00024,2025-03-01,117.68,Bank Transfer,TC00008,qwatkins,Female,wileyjoseph@gmail.com,Steven Walker,41,Male,Data Science,15,3.54,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,23-27
TT04003,U00412,CR00044,2025-11-28,119.04,Bank Transfer,TC00037,qwatkins,Female,wileyjoseph@gmail.com,Debra Escobar,47,Male,Finance,8,4.39,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,23-27
TT04004,U00413,CR00033,2025-08-04,0.0,PayPal,TC00046,sharon56,Male,michaelcalderon@outlook.com,Brent Walters,33,Male,Cybersecurity,6,3.87,Cybersecurity Fundamentals,Cybersecurity,Free,Intermediate,0.0,48.25,3.93,23-27
TT04005,U00413,CR00001,2025-02-07,472.28,Bank Transfer,TC00056,sharon56,Male,michaelcalderon@outlook.com,Alexis Everett,35,Female,Programming,9,3.95,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,23-27
TT04006,U00418,CR00029,2025-01-16,0.0,Credit Card,TC00007,anthonyanderson,Female,rnoble@hotmail.com,Angela Beard,28,Female,Machine Learning,6,4.36,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,23-27
TT04007,U00418,CR00050,2025-12-13,490.9,PayPal,TC00041,anthonyanderson,Female,rnoble@hotmail.com,Kevin Simpson,46,Male,Artificial Intelligence,7,3.55,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,23-27
TT04008,U00418,CR00051,2025-02-07,37.89,Bank Transfer,TC00058,anthonyanderson,Female,rnoble@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,23-27
TT04009,U00422,CR00015,2025-01-21,285.05,Credit Card,TC00008,sanfordmichael,Female,tsantos@yahoo.com,Steven Walker,41,Male,Data Science,15,3.54,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,<18
TT04010,U00422,CR00032,2025-09-08,0.0,PayPal,TC00046,sanfordmichael,Female,tsantos@yahoo.com,Brent Walters,33,Male,Cybersecurity,6,3.87,Ethical Hacking,Cybersecurity,Free,Advanced,0.0,16.74,2.38,<18
TT04011,U00422,CR00043,2025-10-22,0.0,Credit Card,TC00037,sanfordmichael,Female,tsantos@yahoo.com,Debra Escobar,47,Male,Finance,8,4.39,Corporate Finance,Finance,Free,Beginner,0.0,31.77,4.14,<18
TT04012,U00426,CR00035,2025-08-17,0.0,PayPal,TC00055,xknox,Male,charleswilliams@yahoo.com,Alison Wilson,47,Female,Cybersecurity,12,3.53,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,18-22
TT04013,U00426,CR00004,2025-10-09,0.0,PayPal,TC00056,xknox,Male,charleswilliams@yahoo.com,Alexis Everett,35,Female,Programming,9,3.95,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,18-22
TT04014,U00426,CR00060,2025-11-13,0.0,Bank Transfer,TC00002,xknox,Male,charleswilliams@yahoo.com,Jill Day,32,Female,Digital Marketing,9,4.14,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,18-22
TT04015,U00426,CR00001,2025-07-07,472.28,PayPal,TC00056,xknox,Male,charleswilliams@yahoo.com,Alexis Everett,35,Female,Programming,9,3.95,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,18-22
TT04016,U00437,CR00053,2025-02-05,0.0,PayPal,TC00058,pricealexander,Male,andre59@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,28-32
TT04017,U00437,CR00022,2025-11-17,0.0,Bank Transfer,TC00008,pricealexander,Male,andre59@hotmail.com,Steven Walker,41,Male,Data Science,15,3.54,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,28-32
TT04018,U00437,CR00036,2025-08-15,0.0,PayPal,TC00018,pricealexander,Male,andre59@hotmail.com,Kari Pierce,47,Female,Project Management,11,4.28,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,28-32
TT04019,U00448,CR00059,2025-03-01,0.0,Bank Transfer,TC00002,smithjeffrey,Male,wilsonjeremy@outlook.com,Jill Day,32,Female,Digital Marketing,9,4.14,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,23-27
TT04020,U00448,CR00031,2025-09-18,0.0,Credit Card,TC00059,smithjeffrey,Male,wilsonjeremy@outlook.com,Noah Stewart,48,Female,Cybersecurity,6,3.82,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,23-27
TT04021,U00448,CR00035,2025-07-10,0.0,PayPal,TC00046,smithjeffrey,Male,wilsonjeremy@outlook.com,Brent Walters,33,Male,Cybersecurity,6,3.87,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,23-27
TT04022,U00452,CR00055,2025-05-17,57.32,Credit Card,TC00058,williamsamy,Male,anthonyflynn@hotmail.com,Andrew Anderson,49,Male,Web Development,7,3.71,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,23-27
TT04023,U00452,CR00045,2025-07-01,0.0,Credit Card,TC00037,williamsamy,Male,anthonyflynn@hotmail.com,Debra Escobar,47,Male,Finance,8,4.39,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,23-27
TT04024,U00452,CR00017,2025-10-27,0.0,PayPal,TC00053,williamsamy,Male,anthonyflynn@hotmail.com,Aaron Kirby,35,Male,Marketing,9,4.29,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,23-27
TT04025,U00454,CR00038,2025-10-15,342.61,Bank Transfer,TC00018,lauralewis,Female,corey28@outlook.com,Kari Pierce,47,Female,Project Management,11,4.28,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,28-32
TT04026,U00454,CR00049,2025-12-15,415.51,PayPal,TC00054,lauralewis,Female,corey28@outlook.com,Shelby Patrick,40,Female,Artificial Intelligence,7,4.28,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,28-32
TT04027,U00454,CR00036,2025-10-14,0.0,PayPal,TC00018,lauralewis,Female,corey28@outlook.com,Kari Pierce,47,Female,Project Management,11,4.28,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,28-32
TT04028,U00454,CR00005,2025-02-25,0.0,Credit Card,TC00056,lauralewis,Female,corey28@outlook.com,Alexis Everett,35,Female,Programming,9,3.95,Full Stack Development,Programming,Free,Beginner,0.0,28.68,1.28,28-32
TT04029,U00455,CR00048,2025-08-18,0.0,Bank Transfer,TC00041,angelica53,Male,sbutler@outlook.com,Kevin Simpson,46,Male,Artificial Intelligence,7,3.55,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,18-22
